attempt,success,complex idx,complex name,stoichiometry,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
409,True,71.0,UVECAREX,C28H28N6O2Pd1,optimized,"('unq_CSD-ENAKOW-03-a', 'unq_CSD-TAKJEY-02-a', 'unq_CSD-ILOPOP-01-b')","('C12H9N3O1', 'C9H8N2', 'C7H11N1O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
410,True,72.0,EJELEJUG,C27H37N7O2Pd1S1Si1,optimized,"('unq_CSD-EWUDAD-03-a', 'unq_CSD-VIPBUS-02-a', 'unq_CSD-MIVGII-01-a')","('C12H12N4S1', 'C12H20N3Si1', 'C3H5O2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
411,False,,,C71H78B1N6O6P3Pd1S2Si2,non-planar tridentate,"('unq_CSD-MUXTUV-03-a', 'unq_CSD-LADXIZ-02-a', 'unq_CSD-BOZNUA-01-a')","('C31H42B1N2P2Si2', 'C30H22N4O4', 'C10H14O2P1S2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
412,False,,,C39H41N6O4P1Pd1,non-planar tridentate,"('unq_CSD-GOXNEO-03-a', 'unq_CSD-UQUNUQ-02-a', 'unq_CSD-YIXWOR-01-a')","('C24H23N3P1', 'C7H7N2O4', 'C8H11N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
413,False,,,C40H48N4O3Pd1S2,clashing ligands,"('unq_CSD-CEFHIG-03-a', 'unq_CSD-MAJYUS-02-a', 'unq_CSD-WOCKII-01-b')","('C16H15N3O1', 'C14H20S2', 'C10H13N1O2')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
414,False,,,C45H45N5O2Pd1,clashing ligands,"('unq_CSD-TAFPIA-03-a', 'unq_CSD-MUQDOR-02-a', 'unq_CSD-WIWBEK-01-a')","('C5H9', 'C30H30N4', 'C10H6N1O2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
415,False,,,C62H59N2O3P1Pd1Se2,clashing ligands,"('unq_CSD-NAGGEJ-03-a', 'unq_CSD-KOKTUC-02-a', 'unq_CSD-LUGSAK-01-b')","('C19H17N1Se2', 'C25H28O3P1', 'C18H14N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
416,False,,,C74H80N6O1Pd1,clashing ligands,"('unq_CSD-WILTET-03-a', 'unq_CSD-QIBFIQ-02-a', 'unq_CSD-NEJWAB-01-d')","('C18H29N2O1', 'C34H38N4', 'C22H13')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
417,False,,,C46H64Br1N5O1Pd1S1Si1,clashing ligands,"('unq_CSD-SIVJOZ-03-a', 'unq_CSD-FOMKUN-02-a', 'unq_CSD-VIMGEF-01-c')","('C19H35N2Si1', 'C12H16N1O1S1', 'C15H13Br1N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
418,False,,,C55H73N3O3P2Pd1,clashing ligands,"('unq_CSD-KEHNUI-03-a', 'unq_CSD-NIRMAC-02-a', 'unq_CSD-PIXFUX-01-a')","('C28H43P2', 'C17H16N1O2', 'C10H14N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
419,False,,,C48H44N4O6Pd1,clashing ligands,"('unq_CSD-YUGYAB-03-a', 'unq_CSD-IYABUH-02-a', 'unq_CSD-IGOTED-01-d')","('C22H19N3O3', 'C9H9O3', 'C17H16N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
420,True,73.0,ONEVEHAL,C35H36F3N7O3Pd1S2,optimized,"('unq_CSD-KAWSUY-03-a', 'unq_CSD-XAGKOH-02-a', 'unq_CSD-BIFWUI-01-d')","('C17H13F3N1O2', 'C13H18N2O1S2', 'C5H5N4')","(-1.0, -2.0, 1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
421,False,,,C65H43F13N8O2Pd1,clashing ligands,"('unq_CSD-KIWFOO-03-a', 'unq_CSD-IKADEF-02-a', 'unq_CSD-EKEJEJ-01-a')","('C28H13F7N4O2', 'C22H22N4', 'C15H8F6')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
422,False,,,C65H58Cl2N6Pd1,clashing ligands,"('unq_CSD-JIJMIB-03-a', 'unq_CSD-BOZVUK-02-a', 'unq_CSD-JOGSED-01-b')","('C48H39N2', 'C8H12N4', 'C9H7Cl2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
423,False,,,C84H105N7O5P2Pd1Si1,clashing ligands,"('unq_CSD-FAXZUD-03-a', 'unq_CSD-CEYYOX-02-b', 'unq_CSD-JAXXAH-01-a')","('C27H30N2P2', 'C23H27N3O2', 'C34H48N2O3Si1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
424,False,,,C19H29N7O1Pd1,clashing ligands,"('unq_CSD-SUVFOH-03-a', 'unq_CSD-XINVUM-02-b', 'unq_CSD-OFOXOW-01-b')","('C7H19N3', 'C3H5O1', 'C9H5N4')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
425,False,,,C59H52Br1N7Pd1,clashing ligands,"('unq_CSD-TEVQUJ-03-a', 'unq_CSD-ETAVEA-02-a', 'unq_CSD-MIBDAE-01-b')","('C32H31N5', 'C13H13N2', 'C14H8Br1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
426,False,,,C70H80B1N1O6P2Pd1S2,non-planar tridentate,"('unq_CSD-TELTAI-03-a', 'unq_CSD-CEGGON-02-a', 'unq_CSD-MATREG-01-a')","('C12H15B1N1S1', 'C28H26O6P1S1', 'C30H39P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
427,False,,,C76H77B2F2N6O1P3Pd1,non-planar tridentate,"('unq_CSD-UQIWAT-03-a', 'unq_CSD-POXQID-02-a', 'unq_CSD-BUSMIM-01-b')","('C43H45B1P3', 'C26H20B1F2N4', 'C7H12N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
428,False,,,C53H59N5O4Pd1,clashing ligands,"('unq_CSD-XISQUL-03-a', 'unq_CSD-MOXKER-02-a', 'unq_CSD-QIHJOJ-01-d')","('C16H15N1O4', 'C27H34N2', 'C10H10N2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
429,False,,,C59H68N4O14Pd1S1,clashing ligands,"('unq_CSD-PEWNUD-03-a', 'unq_CSD-KEGDAC-02-a', 'unq_CSD-PAQPIH-01-b')","('C22H24N2O4', 'C24H29N2O2S1', 'C13H15O8')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
430,True,74.0,QUMOFUBE,C21H33N7O3Pd1,optimized,"('unq_CSD-POGZUG-03-a', 'unq_CSD-AYIPIK-02-a', 'unq_CSD-CELZIF-01-a')","('C9H10N3O2', 'C8H14N4', 'C4H9O1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
431,False,,,C40H39Cl2N4O3P1Pd1,clashing ligands,"('unq_CSD-IBIYUQ-03-a', 'unq_CSD-WAXPIX-02-a', 'unq_CSD-CAXSAW-01-b')","('C20H13N2O2', 'C12H11Cl2N2O1', 'C8H15P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
432,True,75.0,AJEBETAB,C34H30N6O2Pd1Se1,optimized,"('unq_CSD-NEWZOH-03-a', 'unq_CSD-UMEXAM-02-a', 'unq_CSD-IWOJEK-01-a')","('C16H12N4O1', 'C7H6N1', 'C11H12N1O1Se1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
433,False,,,C72H73N5O1P2Pd1S2,non-planar tridentate,"('unq_CSD-RODFIZ-03-a', 'unq_CSD-PIQXEU-02-a', 'unq_CSD-LOFLUO-01-a')","('C22H16N2S2', 'C12H13N3O1', 'C38H44P2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
434,False,,,C37H40F2N8Pd1S1,clashing ligands,"('unq_CSD-CUPLOR-03-a', 'unq_CSD-PEBQUI-02-a', 'unq_CSD-AZASEZ-01-c')","('C17H16N3S1', 'C8H16N2', 'C12H8F2N3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
435,True,76.0,OQUHEPUY,C44H33N5O8Pd1S1,optimized,"('unq_CSD-LUNFEG-03-a', 'unq_CSD-HASBUC-02-a', 'unq_CSD-UYADAC-01-b')","('C23H19N5', 'C15H9O7', 'C6H5O1S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
436,False,,,C33H43Cl1Ge1N2O4Pd1S5,non-planar tridentate,"('unq_CSD-IKELUF-03-a', 'unq_CSD-PAKXAD-02-a', 'unq_CSD-HOHDOA-01-b')","('C16H18Cl1Ge1S3', 'C11H19O3', 'C6H6N2O1S2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
437,False,,,C49H54F3N7O2Pd1,clashing ligands,"('unq_CSD-DODFAE-03-a', 'unq_CSD-IFUCES-02-a', 'unq_CSD-LAHYUO-01-d')","('C24H32N3O1', 'C12H11F3N3O1', 'C13H11N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
438,False,,,C50H49I2N3O7P2Pd1S2,non-planar tridentate,"('unq_CSD-HOVGUW-03-a', 'unq_CSD-KIPKAY-02-a', 'unq_CSD-ZITMEU-01-a')","('C14H9I2N3O1S1', 'C28H32O3P2S1', 'C8H8O3')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
439,False,,,C77H81O7P1Pd1S6,non-planar tridentate,"('unq_CSD-VOGJIL-03-a', 'unq_CSD-TIJNIK-02-a', 'unq_CSD-HOWNUC-01-c')","('C40H46O4S4', 'C19H22O3S2', 'C18H13P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
440,False,,,C52H67N1P4Pd1S1Si2,clashing ligands,"('unq_CSD-DAHBUK-03-a', 'unq_CSD-TUXRUZ-02-a', 'unq_CSD-UCAVAV-01-a')","('C16H30N1P1Si2', 'C26H26P2S1', 'C10H11P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
441,False,,,C41H40N6O2Pd1,non-planar tridentate,"('unq_CSD-WIKJAD-03-a', 'unq_CSD-OSOMAN-02-b', 'unq_CSD-OZOWIK-01-c')","('C22H25N5O1', 'C13H10N1O1', 'C6H5')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
442,False,,,C70H100N5O1P1Pd1S1,clashing ligands,"('unq_CSD-IWEFUM-03-a', 'unq_CSD-VAPJIH-02-a', 'unq_CSD-HIPTIL-01-b')","('C17H28O1P1', 'C10H8N3S1', 'C43H64N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
443,False,,,C53H59N2P1Pd1S1Si2,clashing ligands,"('unq_CSD-QUQXIJ-03-a', 'unq_CSD-HONMUT-02-a', 'unq_CSD-TUVKUQ-01-a')","('C12H13', 'C29H25N2P1', 'C12H21S1Si2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
444,False,,,C45H42N4O4Pd1S5Si1,non-planar tridentate,"('unq_CSD-MEHBAC-03-a', 'unq_CSD-PIBPIB-02-a', 'unq_CSD-LIKYAG-01-a')","('C22H24S3Si1', 'C13H8N1O2', 'C10H10N3O2S2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
445,True,77.0,AMISODES,C30H22F6N8Pd1S2,optimized,"('unq_CSD-LEYYAS-03-a', 'unq_CSD-YOBLUZ-02-b', 'unq_CSD-TIRDED-01-a')","('C16H14N4', 'C11H4F6N3', 'C3H4N1S2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
446,False,,,C57H51F6N7O1Pd1,clashing ligands,"('unq_CSD-OLEPUS-03-a', 'unq_CSD-ZEFGOK-02-a', 'unq_CSD-FISLAU-01-b')","('C25H27N2O1', 'C23H13F6N4', 'C9H11N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
447,True,78.0,VANETOKE,C34H26Cl1N8O3P1Pd1,optimized,"('unq_CSD-WABCUZ-03-a', 'unq_CSD-ROLDEE-02-a', 'unq_CSD-GIJNUJ-01-a')","('C13H9Cl1N3O1', 'C13H9N3O1', 'C8H8N2O1P1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
448,False,,,C35H37N9O2Pd1S2,clashing ligands,"('unq_CSD-XADHOA-03-a', 'unq_CSD-BZMANI03-02-a', 'unq_CSD-HUTHIP-01-a')","('C14H17N5S1', 'C13H10N1S1', 'C8H10N3O2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
449,False,,,C50H38Br1N5O4Pd1S2,clashing ligands,"('unq_CSD-FOPMEF-03-a', 'unq_CSD-VALDAP-02-a', 'unq_CSD-OFEPIB-01-a')","('C28H19N2', 'C7H12N1O2S2', 'C15H7Br1N2O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
450,False,,,C34H36N6O3Pd1S3,clashing ligands,"('unq_CSD-UGURUJ-03-a', 'unq_CSD-SOQYON-02-a', 'unq_CSD-TEQHUT-01-b')","('C13H15N3', 'C14H17N2S2', 'C7H4N1O3S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
451,False,,,C61H56Cl1N10O8P3Pd1,clashing ligands,"('unq_CSD-LEQRIL-03-a', 'unq_CSD-XOZBIA-02-a', 'unq_CSD-FUNDUQ-01-a')","('C42H35O2P2', 'C16H18Cl1N2O3P1', 'C3H3N8O3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
452,False,,,C49H57F3N8O3Pd1,non-planar tridentate,"('unq_CSD-LODBEL-03-a', 'unq_CSD-CADYIS-02-c', 'unq_CSD-WISROI-01-a')","('C22H29N4O1', 'C15H8F3N2O2', 'C12H20N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
453,False,,,C39H43F3N4O3Pd1,clashing ligands,"('unq_CSD-ABOQUE-03-a', 'unq_CSD-ZUGZEG-02-a', 'unq_CSD-UZOJAX-01-d')","('C11H12F3N2', 'C5H9O2', 'C23H22N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
454,False,,,C73H88N2O6P2Pd1S2,clashing ligands,"('unq_CSD-OXEVEU-03-a', 'unq_CSD-TOMHAH-02-a', 'unq_CSD-HIYHIH-01-a')","('C31H37N1O1P1S2', 'C17H18N1O5', 'C25H33P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
455,False,,,C50H47N6O6P1Pd1,clashing ligands,"('unq_CSD-LUJMOU-03-a', 'unq_CSD-IFUMUS-02-a', 'unq_CSD-VALKEZ-01-a')","('C19H15N4O1', 'C14H11N2O4', 'C17H21O1P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
456,False,,,C54H90N15P3Pd1,clashing ligands,"('unq_CSD-JALMAN-03-a', 'unq_CSD-FAHJOR-02-a', 'unq_CSD-IJAMAJ-01-c')","('C22H42N3P2', 'C29H42N4P1', 'C3H6N8')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
457,False,,,C35H48N6O3Pd1S1,non-planar tridentate,"('unq_CSD-OBIZAE-03-a', 'unq_CSD-ALESUG-02-a', 'unq_CSD-CAMKOR-01-c')","('C16H17N3O3', 'C11H21N2', 'C8H10N1S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
458,False,,,C43H49N6P1Pd1S1,clashing ligands,"('unq_CSD-ZUTHEB-03-a', 'unq_CSD-SODYIU-02-a', 'unq_CSD-SULJOB-01-a')","('C15H19N4S1', 'C19H18N2', 'C9H12P1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
459,False,,,C39H44N6O1Pd1,clashing ligands,"('unq_CSD-GOZTAQ-03-a', 'unq_CSD-NUXNOK-02-a', 'unq_CSD-PAKVOP-01-b')","('C12H17N2O1', 'C17H19N3', 'C10H8N1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
460,False,,,C42H39Ga1N10O1Pd1S1,non-planar tridentate,"('unq_CSD-MGACAM-03-a', 'unq_CSD-SOFZIX-02-a', 'unq_CSD-MAQZEJ-01-b')","('C10H12Ga1N6', 'C22H19N2O1S1', 'C10H8N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
461,False,,,C57H58Cl1N11O4Pd1S3,clashing ligands,"('unq_CSD-WIWNEX-03-a', 'unq_CSD-LAVPEG-02-a', 'unq_CSD-WITCIL-01-a')","('C11H9Cl1N5', 'C38H42N2', 'C8H7N4O4S3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
462,False,,,C48H36Br5I1N6O6Pd1,clashing ligands,"('unq_CSD-VOKRIY-03-a', 'unq_CSD-FAYYUA-02-a', 'unq_CSD-CIDLIM-01-a')","('C26H20Br5N2O2', 'C11H8N1O3', 'C11H8I1N3O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
463,True,79.0,OLANAGUQ,C43H50N4O4Pd1,optimized,"('unq_CSD-WEKJON-03-a', 'unq_CSD-REXQER-02-a', 'unq_CSD-TANQOP-01-a')","('C11H15N2O1', 'C22H21O2', 'C10H14N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
464,False,,,C52H60B1N9O2Pd1,non-planar tridentate,"('unq_CSD-JASJES-03-b', 'unq_CSD-MUDPUY-02-a', 'unq_CSD-TURJAS-01-d')","('C10H16B1N4', 'C22H32N3O1', 'C20H12N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
465,False,,,C53H49F6N3P2Pd1,clashing ligands,"('unq_CSD-GEKNOA-03-a', 'unq_CSD-IGEVOF-02-a', 'unq_CSD-FUVPAP-01-a')","('C33H25P1', 'C8H18N2P1', 'C12H6F6N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
466,False,,,C42H49N3O3P2Pd1,clashing ligands,"('unq_CSD-ZUQHEA-03-a', 'unq_CSD-ACARAX-02-a', 'unq_CSD-MAFYAU-01-c')","('C25H32N2P1', 'C14H8N1O2', 'C3H9O1P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
467,False,,,C50H44N5O1P1Pd1S2,non-planar tridentate,"('unq_CSD-HENLER-03-a', 'unq_CSD-TEPCOG-02-a', 'unq_CSD-RARBAO-01-c')","('C11H17N2O1', 'C19H15N1P1S2', 'C20H12N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
468,False,,,C32H29Cl1F3I1N8O6Pd1S2,clashing ligands,"('unq_CSD-KEGXED-03-a', 'unq_CSD-TEGROP-02-a', 'unq_CSD-BOFSOF-01-a')","('C15H18I1N3S2', 'C10H5F3N1O4', 'C7H6Cl1N4O2')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
469,False,,,C43H41N5O4Pd1S2,clashing ligands,"('unq_CSD-FOGMEV-03-a', 'unq_CSD-UTIDOR-02-a', 'unq_CSD-HITFIB-01-c')","('C24H15N2O1', 'C6H12N1S2', 'C13H14N2O3')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
470,False,,,C23H22Cl2N2O3Pd1S1,clashing ligands,"('unq_CSD-NAZJED-03-a', 'unq_CSD-FADYOY-02-a', 'unq_CSD-LENDEP-01-a')","('C5H9O2', 'C10H8N1S1', 'C8H5Cl2N1O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
471,False,,,C75H89N5O2Pd1,clashing ligands,"('unq_CSD-KULXEV-03-a', 'unq_CSD-SONTAT-02-a', 'unq_CSD-OHECOT-01-a')","('C24H23N3O1', 'C32H43N2', 'C19H23O1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
472,False,,,C23H22Br2Cl1F3N4O2Pd1Te1,non-planar tridentate,"('unq_CSD-XIJHIJ-03-a', 'unq_CSD-VEMNIN-02-a', 'unq_CSD-POLXET-01-b')","('C10H12Br2N4Te1', 'C12H8F3O2', 'C1H2Cl1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
473,False,,,C54H40Al1F15N2O5Pd1S1,clashing ligands,"('unq_CSD-SIBRIG-03-a', 'unq_CSD-NIWKIO-02-a', 'unq_CSD-QOMXUM-01-a')","('C23H24N1O2S1', 'C10H9N1O2', 'C21H7Al1F15O1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
474,False,,,C80H59F4N7O8Pd1S2,clashing ligands,"('unq_CSD-BIYRAF-03-a', 'unq_CSD-UBOGUR-02-b', 'unq_CSD-UHIMON-01-c')","('C16H14N2O4', 'C50H32F4N2', 'C14H13N3O4S2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
475,False,,,C41H41Cl1N6O5Pd1S1,clashing ligands,"('unq_CSD-SEKNEC-03-a', 'unq_CSD-LOBYIL-02-a', 'unq_CSD-IPEJOF-01-c')","('C15H18N3O1', 'C12H9Cl1N1O2', 'C14H14N2O2S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
476,False,,,C42H62N8O5P2Pd1,clashing ligands,"('unq_CSD-AGAQEF-03-a', 'unq_CSD-AJALUT-02-a', 'unq_CSD-WIRWOM-01-d')","('C23H27N3O1', 'C13H32N2P2', 'C6H3N3O4')","(0.0, 0.0, -2.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
